location_id,lat,lon
278,34.18558365,-117.4158347
279,34.187042,-118.381256
280,34.190079,-118.326405
281,34.192212,-118.135589
282,34.19329,-118.874235
283,34.1938237,-118.5010456
284,34.1943707,-118.4659127
285,34.1958386,-118.2259077
286,34.199436,-119.207515
287,34.200768,-118.5356869
288,34.2011078,-118.5978087
289,34.2013207,-118.5711037
290,34.2032325,-118.645476
291,34.2078523,-118.34097
292,34.20969,-118.200139
293,34.2108413,-117.0833709
294,34.211362,-117.104572
295,34.221823,-119.032154
296,34.2247,-118.4489
297,34.227444,-118.381073
298,34.2297292,-117.2250419
299,34.230429,-118.2350733
300,34.2408403,-117.0772605
301,34.2413266,-118.4322047
302,34.242888,-116.893893
303,34.2455346,-118.5263221
304,34.245903,-118.901784
305,34.2466739,-118.2776018
306,34.2529333,-118.599297
307,34.253285,-118.4257746
308,34.254027,-117.178091
309,34.254077,-117.286709
310,34.254118,-116.796378
311,34.265263,-118.998406
312,34.266114,-116.3930703
313,34.2661558,-118.5174342
314,34.266887,-118.748458
315,34.2669466,-118.3023
316,34.2804923,-119.2945199
317,34.2818164,-118.5612714
318,34.285942,-118.87704
319,34.3076252,-118.4492148
320,34.345988,-117.627579
321,34.354941,-119.066271
322,34.3798765,-118.5291917
323,34.385234,-119.500759
324,34.38772,-118.584359
325,34.389944,-117.403094
326,34.39231695,-118.5666724
327,34.397038,-117.315198
328,34.398958,-118.91746
329,34.403037,-119.29895
330,34.403592,-119.713714
331,34.4165,-118.4559
332,34.416504,-118.500693
333,34.435441,-119.858946
334,34.439816,-117.524829
335,34.449199,-119.246664
336,34.4493489,-118.5168257
337,34.45905,-117.4510028
338,34.477444,-118.632681
339,34.49607,-118.183897
340,34.525126,-117.981631
341,34.527735,-117.353579
342,34.533376,-117.210358
343,34.580902,-117.439458
344,34.591038,-118.105403
345,34.593758,-120.13968
346,34.615497,-120.194237
347,34.651988,-118.215945
348,34.662689,-120.470837
349,34.688779,-120.43975
350,34.6897069,-118.2886882
351,34.693558,-118.175305
352,34.741803,-120.274596
353,34.7430407,-117.3395848
354,34.813426,-114.626639
355,34.865627,-118.214767
356,34.866987,-117.043035
357,34.869235,-120.421684
358,34.906656,-116.823274
359,34.933076,-120.443559
360,34.964929,-120.573127
361,35.014995,-118.190209
362,35.03066,-120.497757
363,35.120888,-120.619664
364,35.124149,-120.584533
365,35.126696,-119.424194
366,35.142959,-118.446036
367,35.14659,-117.869346
368,35.153173,-120.673874
369,35.178355,-118.669618
370,35.194361,-118.830569
371,35.199355,-120.720757
372,35.234667,-119.082858
373,35.247701,-116.683411
374,35.265142,-118.916042
375,35.266195,-120.668438
376,35.307083,-120.824522
377,35.345588,-118.985856
378,35.346885,-118.933806
379,35.353171,-119.037919
380,35.366773,-120.868289
381,35.36939963,-119.138739
382,35.42613,-120.604238
383,35.479421,-119.201285
384,35.485718,-120.687942
385,35.552069,-121.084137
386,35.556024,-120.718166
387,35.573416,-118.486441
388,35.593785,-119.367101
389,35.6262618,-120.6901319
390,35.628542,-117.663992
391,35.637098,-118.48261
392,35.667286,-119.230722
393,35.76643,-119.264221
394,35.826851,-118.635447
395,35.86284,-120.804268
396,36.063542,-119.0336
397,36.084057,-119.561268
398,36.120867,-118.822825
399,36.200246,-119.339775
400,36.204381,-120.095119
401,36.209096,-119.093259
402,36.216283,-121.131962
403,36.25330545,-121.7832953
404,36.294137,-119.145953
405,36.29528,-119.797268
406,36.304739,-119.208605
407,36.316607,-119.70538
408,36.328141,-119.654773
409,36.32921,-119.326984
410,36.383439,-119.220088
411,36.404202,-120.134326
412,36.412828,-119.100718
413,36.42287215,-116.913718
414,36.430402,-119.867178
415,36.440041,-118.88028
416,36.500627,-121.73182
417,36.525193,-119.566403
418,36.539907,-119.845027
419,36.543271,-119.291419
420,36.545096,-119.398882
421,36.552881,-121.921919
422,36.5552656,-121.923278
423,36.5642076,-121.9378096
424,36.571768,-119.613952
425,36.574447,-118.08061
426,36.583834,-121.946714
427,36.599374,-119.447781
428,36.601193,-121.88311
429,36.60559,-120.189766
430,36.608899,-119.543656
431,36.621371,-119.318737
432,36.622577,-121.92643
433,36.62446,-119.674682
434,36.625058,-121.817804
435,36.680256,-121.789368
436,36.690217,-121.633793
437,36.700864,-119.55773
438,36.719141,-119.202677
439,36.724911,-120.06258
440,36.76484,-121.753376
441,36.782684,-119.793359
442,36.807417,-119.8441035
443,36.827809,-119.681843
444,36.845132,-121.536949
445,36.853745,-120.453746
446,36.855618,-121.399544
447,36.874755,-121.630732
448,36.923587,-121.772395
449,36.927375,-121.844404
450,36.92791,-119.877283
451,36.9575515,-121.8306975
452,36.966193,-120.085855
453,36.974385,-122.035268
454,36.976083,-121.954012
455,36.98423,-121.789432
456,36.985424,-120.633845
457,36.986024,-121.980414
458,36.99115,-121.893457
459,36.997762,-121.948248
460,37.006407,-121.585321
461,37.0167898,-119.4004271
462,37.0374497,-119.5140236
463,37.039222,-122.080764
464,37.055499,-122.011769
465,37.063184,-120.840304
466,37.078212,-122.088102
467,37.082881,-121.596322
468,37.099184,-119.325677
469,37.116104,-120.241978
470,37.132495,-121.641891
471,37.134099,-122.127208
472,37.2171683,-119.9054382
473,37.229944,-121.956874
474,37.234632,-119.521038
475,37.239184,-119.700972
476,37.24041,-121.988235
477,37.268326,-122.02622
478,37.27098792,-121.9125745
479,37.280244,-121.953296
480,37.2885537,-121.881621
481,37.290207,-120.321637
482,37.296011,-121.814552
483,37.3036,-121.8973
484,37.31138,-120.470408
485,37.3194,-122.044957
486,37.327282,-119.565326
487,37.341396,-119.626215
488,37.3422508,-122.0048712
489,37.354049,-120.597177
490,37.36147858,-122.0455387
491,37.364621,-121.967973
492,37.365191,-122.232724
493,37.365423,-119.716561
494,37.366381,-118.395808
495,37.366808,-122.13865
496,37.368431,-122.09657
497,37.385427,-120.617364
498,37.385797,-122.026316
499,37.394443,-121.075166
500,37.39652,-122.143088
501,37.42215,-122.258593
502,37.426933,-122.167741
503,37.433136,-121.890934
504,37.457072,-122.201058
505,37.46566,-122.265351
506,37.467319,-122.440485
507,37.46778,-122.13255
508,37.475,-120.74
509,37.475876,-121.153882
510,37.479731,-122.148055
511,37.491217,-119.973216
512,37.49446,-121.94115
513,37.499034,-122.267572
514,37.504253,-122.03191
515,37.505524,-120.859269
516,37.514166,-122.464803
517,37.514398,-122.294475
518,37.515274,-122.213672
519,37.525398,-120.797433
520,37.548791,-118.699663
521,37.553411,-119.928791
522,37.557206,-122.358541
523,37.56031,-122.3106
524,37.56482,-122.250782
525,37.5872576,-122.0215737
526,37.589952,-122.363342
527,37.598786,-120.968081
528,37.59897,-122.401991
529,37.602135,-120.866004
530,37.606598,-122.47723
531,37.624435,-118.988432
532,37.62556,-122.431397
533,37.626826,-122.104015
534,37.633883,-120.972006
535,37.637533,-121.003049
536,37.642685,-120.754152
537,37.655104,-122.376234
538,37.663456,-120.463147
539,37.667185,-121.88123
540,37.673241,-119.787716
541,37.67575,-122.383302
542,37.6759,-122.135973
543,37.677667,-122.044434
544,37.686977,-121.759781
545,37.701684,-122.464968
546,37.703368,-122.163036
547,37.708276,-122.062769
548,37.709123,-121.084825
549,37.7128,-122.4395
550,37.716137,-121.896229
551,37.726022,-120.94484
552,37.727239,-123.032229
553,37.727396,-121.452195
554,37.741911,-122.259914
555,37.742007,-121.130373
556,37.76145,-122.4676432
557,37.761666,-120.846434
558,37.761783,-119.114729
559,37.765258,-121.931987
560,37.769846,-122.22569
561,37.7753252,-122.4977862
562,37.779716,-121.537195
563,37.782776,-122.4226212
564,37.7887057,-122.421408
565,37.792839,-121.226076
566,37.808666,-121.317765
567,37.812142,-121.969824
568,37.822545,-122.230024
569,37.831966,-120.241581
570,37.838473,-122.301682
571,37.840774,-121.956477
572,37.845693,-122.123217
573,37.846129,-122.143549
574,37.854768,-122.013557
575,37.858369,-122.491844
576,37.865673,-122.298725
577,37.873567,-122.470995
578,37.879129,-122.537889
579,37.8803594,-122.0440094
580,37.88161,-122.168595
581,37.886768,-122.462619
582,37.89065,-122.318116
583,37.891004,-122.119529
584,37.89683165,-122.6135409
585,37.902666,-122.040479
586,37.905144,-122.284226
587,37.908122,-122.542325
588,37.908131,-121.597196
589,37.919574,-122.302519
590,37.931846,-122.507738
591,37.935578,-121.71897
592,37.935873,-122.558999
593,37.939092,-120.625141
594,37.940322,-121.930075
595,37.940544,-122.530229
596,37.952278,-122.360609
597,37.954163,-122.075772
598,37.962861,-122.342581
599,37.963821,-122.561614
600,37.972184,-122.001587
601,37.973624,-122.303141
602,37.976553,-121.308598
603,37.978336,-121.796064
604,37.981003,-122.50693
605,37.981707,-120.382755
606,37.982117,-122.569921
607,37.996149,-121.693624
608,37.998116,-122.114419
609,38.001702,-122.318488
610,38.009205,-122.11685
611,38.01769,-121.900395
612,38.01814,-121.101562
613,38.021427,-122.288929
614,38.02813,-121.629851
615,38.032254,-121.962236
616,38.036605,-122.253956
617,38.036943,-120.233918
618,38.057735,-120.176698
619,38.072733,-122.155169
620,38.084647,-122.809226
621,38.085087,-122.548272
622,38.106909,-122.262339
623,38.12161,-121.290765
624,38.1250583,-122.217025
625,38.136092,-120.443942
626,38.173529,-121.279892
627,38.176672,-121.703406
628,38.179033,-122.259602
629,38.1860302,-120.3688079
630,38.189378,-120.825279
631,38.242251,-122.628769
632,38.248334,-122.010066
633,38.249049,-120.349327
634,38.261965,-122.032389
635,38.268458,-121.298952
636,38.288403,-121.231066
637,38.290331,-122.459831
638,38.297872,-122.300741
639,38.300619,-122.670641
640,38.304479,-120.266321
641,38.308484,-120.705617
642,38.328492,-122.710049
643,38.347617,-122.700896
644,38.348489,-120.772822
645,38.355323,-122.543306
646,38.358621,-121.968601
647,38.362862,-120.947685
648,38.376483,-120.486844
649,38.392445,-120.798969
650,38.400003,-122.827586
651,38.400372,-122.934946
652,38.40304,-120.657087
653,38.406819,-120.542592
654,38.412977,-121.212718
655,38.414621,-121.384961
656,38.415408,-122.538753
657,38.445824,-122.706181
658,38.447512,-121.824223
659,38.450614,-120.621768
660,38.472321,-120.051847
661,38.482491,-122.889884
662,38.4957417,-121.193836
663,38.500701,-121.074021
664,38.506864,-120.760149
665,38.512806,-122.468076
666,38.512972,-122.753601
667,38.517165,-122.989897
668,38.5249,-121.9708
669,38.527831,-123.109799
670,38.52961596,-121.4164343
671,38.533271,-121.975473
672,38.542099,-122.808613
673,38.544019,-121.685168
674,38.548362,-121.283841
675,38.554368,-121.548663
676,38.556147,-121.737793
677,38.567694,-121.468161
678,38.568538,-121.354962
679,38.577079,-121.236187
680,38.581408,-122.582696
681,38.600647,-121.384643
682,38.622526,-122.865133
683,38.6247958,-121.4771684
684,38.626854,-121.249164
685,38.630812,-121.325636
686,38.650154,-121.25097
687,38.665855,-120.936208
688,38.666597,-121.141635
689,38.671331,-121.372134
690,38.67137,-121.749025
691,38.674029,-120.988338
692,38.676082,-121.0477
693,38.687502,-121.441682
694,38.688405,-121.132717
695,38.689265,-120.054979
696,38.689359,-121.223077
697,38.692014,-120.838684
698,38.69481,-121.287953
699,38.7116667,-120.9513889
700,38.71533,-121.360962
701,38.718464,-121.445475
702,38.725274,-123.458314
703,38.731116,-120.797677
704,38.742265,-120.680811
705,38.7574137,-120.5276129
706,38.757641,-120.590957
707,38.760441,-121.168196
708,38.76816,-120.26826
709,38.770296,-121.319634
710,38.7746298,-120.2968596
711,38.794795,-123.014703
712,38.801498,-122.551422
713,38.806868,-121.249696
714,38.809358,-121.195383
715,38.848218,-121.169809
716,38.866731,-121.131984
717,38.874464,-121.292886
718,38.8857,-121.0088
719,38.892643,-121.974184
720,38.895075,-121.076739
721,38.911353,-120.834624
722,38.928218,-119.981
723,38.960045,-122.633232
724,38.963821,-122.016441
725,38.970184,-122.831384
726,38.979131,-121.558056
727,39.0008573,-120.9920321
728,39.001718,-121.037582
729,39.005286,-120.831355
730,39.014185,-122.061041
731,39.020605,-122.656939
732,39.031163,-121.389996
733,39.038333,-122.922633
734,39.058245,-120.142067
735,39.076053,-122.584512
736,39.079461,-121.556659
737,39.093799,-120.953222
738,39.129842,-121.64155
739,39.129842,-121.641549
740,39.1333,-123.1673
741,39.14647,-123.204438
742,39.151535,-121.583374
743,39.1689372,-120.143478
744,39.1785177,-120.2276948
745,39.179817,-121.456726
746,39.195297,-121.194153
747,39.1984156,-120.2298597
748,39.205273,-121.292916
749,39.220305,-121.052654
750,39.225327,-123.757586
751,39.234023,-121.138022
752,39.235165,-120.078207
753,39.2468,-120.058578
754,39.259608,-121.033326
755,39.268548,-123.202758
756,39.277078,-122.194676
757,39.324788,-120.378665
758,39.350548,-120.193943
759,39.405006,-123.348889
760,39.439803,-123.801757
761,39.495151,-121.559937
762,39.572658,-120.627617
763,39.578643,-120.816405
764,39.746146,-122.185731
765,39.754192,-121.6064
766,39.758951,-121.81772
767,39.798242,-120.664441
768,39.818752,-121.607748
769,39.931017,-120.954886
770,40.173515,-122.241525
771,40.301675,-121.232503
772,40.449755,-122.29507
773,40.506094,-121.855665
774,40.566236,-122.242837
775,40.570277,-122.366766
776,40.651205,-122.25637
777,40.673204,-121.413348
778,40.676564,-122.380909
779,40.797594,-124.154191
780,40.862291,-124.074967
781,40.951571,-124.077357
782,41.007241,-121.441134
783,41.231526,-122.270939
784,41.32088,-122.315481
785,41.412087,-122.380966
786,41.724032,-122.63157
787,41.764514,-124.200779
