identifier,model,country,province_state,CityRev,Latitude,Longitude,readable_city,Selected_Source,building_type_pre,floor_area_sqft,number_floors,building_age_yrs,number_occupants,allow_comp_with_aux,has_electric,has_heatpump,number_remote_sensors,ASHRAE,CA_Title24_Zone,geometry,GEOID_place,NAME_place,LSAD_place,GEOID_county,NAME_county,STATEFP_county
002aab87db1d9e8ce470f80f23c97c59de5f4dcd,ecobee3,US,CA,San Marcos City,33.132567,-117.169892,Yes,census.gov,Detached,3500,2,15,4,False,False,False,"1, 2",3B,10,POINT (-117.169892 33.132567),668196.0,San Marcos,25.0,6073,San Diego,6
007abe6be34cf8afca3f5784ea0de5a2e8414694,undefined,US,CA,Palo Alto City,37.39652,-122.143088,Yes,census.gov,Detached,3500,1,15,4,False,False,False,"0, 1",3C,4,POINT (-122.143088 37.39652),655282.0,Palo Alto,25.0,6085,Santa Clara,6
00b030653b8158eae4f7feffc67f4fb42a6899ba,ecobee3Lite,US,CA,Irvine City,33.678399,-117.771254,Yes,census.gov,Detached,3000,2,15,5,False,False,False,0,3B,8,POINT (-117.771254 33.678399),636770.0,Irvine,25.0,6059,Orange,6
012888c467a0af004d4325419386e270c63bf97a,ecobee4,US,CA,Newark City,37.504253,-122.03191,Yes,census.gov,Detached,1500,1,60,0,False,False,False,"3, 6",3C,3,POINT (-122.03191 37.504253),650916.0,Newark,25.0,6001,Alameda,6
01291b0ec0b4d2a0c4b8dc7438a770ab0249dd5b,ecobee3,US,CA,Brawley City,32.978454,-115.528569,Yes,census.gov,Other,3000,1,0,4,False,False,False,"1, 2",2B,15,POINT (-115.528569 32.978454),608058.0,Brawley,25.0,6025,Imperial,6
0142e14e4f96a70a81af5c1656ce6cdfb600c5dd,ESTWVC,US,CA,Campbell City,37.280244,-121.953296,Yes,census.gov,Townhouse,1001,3,41,0,True,False,False,"2, 4",3C,4,POINT (-121.953296 37.280244),610345.0,Campbell,25.0,6085,Santa Clara,6
015c8c0912e66d6e78b39432d82bdb21f31b941b,ecobee3Lite,US,CA,La Palma City,33.850616,-118.039565,Yes,census.gov,Row House,2500,2,50,0,False,False,False,0,3B,8,POINT (-118.039565 33.850616),640256.0,La Palma,25.0,6059,Orange,6
01b1fc32f7e2bdd4d4b8737b0eabab18f127bd73,ESTWVC,US,CA,San Diego City,32.830391,-117.120923,Yes,census.gov,Detached,1001,1,62,0,True,False,False,"0, 1",3B,7,POINT (-117.120923 32.830391),666000.0,San Diego,25.0,6073,San Diego,6
021378323fe5986ca191d79fbc704f99d6a2c6a6,ESTWVC,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Other,2001,2,90,0,True,False,True,"1, 2",3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
0287ef9756b69dcab8e8c12050ccfba0b2ca14be,ecobee4,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Detached,1500,1,0,3,False,False,False,"1, 2",3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
0298be22f66edc3f394bb5cd12d84bba97c9d573,ecobee4,US,CA,Palmdale City,34.591038,-118.105403,Yes,census.gov,Detached,4000,2,17,0,False,False,False,"0, 1, 2",3B,14,POINT (-118.105403 34.591038),655156.0,Palmdale,25.0,6037,Los Angeles,6
02b6640c479be7ca15b050180d24ee4220b5b512,ecobee4,US,CA,Canyon Country,34.4165,-118.4559,Yes,google,Detached,2000,2,10,4,False,False,False,"0, 1, 2",3B,9,POINT (-118.4559 34.4165),669088.0,Santa Clarita,25.0,6037,Los Angeles,6
02c4728d18d70bd67fc2f7aeaa0dbfba630e47f8,ESTWVC,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Detached,2001,2,82,0,True,False,False,"2, 5",3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
0318dccfe379517a81056752b521dcea86f92613,ESTWVC,US,CA,Fresno City,36.782684,-119.793359,Yes,census.gov,Detached,6501,2,31,0,True,False,False,"1, 2",3B,13,POINT (-119.793359 36.782684),627000.0,Fresno,25.0,6019,Fresno,6
0347620ce6172307a7a1314d392a692ea4ee94cd,ecobee3Lite,US,CA,Beverly Hills City,34.07923,-118.402437,Yes,census.gov,Other,5000,3,10,0,False,False,False,0,3B,9,POINT (-118.402437 34.07923),606308.0,Beverly Hills,25.0,6037,Los Angeles,6
03b61ffc58847f9e72b8056465cbae64ceb4cca9,ESTWVC,US,CA,Truckee Town,39.350548,-120.193943,Yes,census.gov,Townhouse,1001,2,21,0,True,False,False,"1, 2",5B,16,POINT (-120.193943 39.350548),680588.0,Truckee,43.0,6057,Nevada,6
03d7368e85698da525db8bde8dda04b8547a29af,ecobee3,US,CA,Elk Grove City,38.414621,-121.384961,Yes,census.gov,Detached,2500,1,5,3,False,False,False,"3, 6",3B,12,POINT (-121.384961 38.414621),622020.0,Elk Grove,25.0,6067,Sacramento,6
03ea923a74ba3312b5fb97a40c9eeef555c99bd3,ecobee4,US,CA,San Marcos City,33.132567,-117.169892,Yes,census.gov,Detached,2000,2,20,0,False,False,False,"1, 2",3B,10,POINT (-117.169892 33.132567),668196.0,San Marcos,25.0,6073,San Diego,6
0413fe088d3c1ac0c1d33e20631897e898904d93,undefined,US,CA,Lakeport City,39.038333,-122.922633,Yes,census.gov,Detached,3500,1,22,4,True,False,False,"3, 7",4B,2,POINT (-122.922633 39.038333),639710.0,Lakeport,25.0,6033,Lake,6
041a615295fdf41860994301a71f3b52994a3ae0,ESTWVC,US,CA,San Diego City,32.830391,-117.120923,Yes,census.gov,Detached,3001,2,9,0,True,False,False,"1, 2",3B,7,POINT (-117.120923 32.830391),666000.0,San Diego,25.0,6073,San Diego,6
043aa00a35712b6c9ee7af939d207c3278f0090d,ESTWVC,US,CA,Bakersfield City,35.353171,-119.037919,Yes,census.gov,Row House,1500,1,50,3,True,False,False,"3, 6",3B,13,POINT (-119.037919 35.353171),603526.0,Bakersfield,25.0,6029,Kern,6
04b5414f09cc2705c5f5d78a0f4351e5b0b7312c,ecobee3Lite,US,CA,Elk Grove City,38.414621,-121.384961,Yes,census.gov,Other,2500,2,20,4,False,False,False,"0, 5",3B,12,POINT (-121.384961 38.414621),622020.0,Elk Grove,25.0,6067,Sacramento,6
04b626ce88cbaf46a1edff16549b95362037e8a0,ecobee3Lite,US,CA,Altadena CDP,34.192212,-118.135589,Yes,census.gov,Detached,2000,1,60,1,False,False,False,0,3B,9,POINT (-118.135589 34.192212),601290.0,Altadena,57.0,6037,Los Angeles,6
04d05c15c37cfa1ec8af6bb5f6f94d0145868439,ecobee4,US,CA,Temecula City,33.493073,-117.131734,Yes,census.gov,Detached,3500,2,0,4,False,False,False,"3, 6",3B,10,POINT (-117.131734 33.493073),678120.0,Temecula,25.0,6065,Riverside,6
04f4de51e2bf33f7a4cfa530714a9d9f62959d4e,ecobee4,US,CA,Murrieta City,33.573214,-117.191007,Yes,census.gov,Detached,2500,2,37,0,False,False,False,"2, 4",3B,10,POINT (-117.191007 33.573214),650076.0,Murrieta,25.0,6065,Riverside,6
050ddbc0be98dee9e6f992ddec7ee85e16b89900,ecobee3Lite,US,CA,El Dorado Hills CDP,38.676082,-121.0477,Yes,census.gov,Null,2500,2,5,1,False,False,False,0,4B,12,POINT (-121.0477 38.676082),621880.0,El Dorado Hills,57.0,6017,El Dorado,6
0578e1ae9b484f7112fcc050fb0cc924401e6620,ecobee3Lite,US,CA,Corona City,33.861969,-117.565495,Yes,census.gov,Null,0,0,0,0,False,False,False,"1, 2",3B,10,POINT (-117.565495 33.861969),616350.0,Corona,25.0,6065,Riverside,6
0595a8b02ee4f1e3a62c387dc76c118a0c07a42c,undefined,US,CA,Antioch City,37.978336,-121.796064,Yes,census.gov,Detached,2000,2,120,2,True,False,False,"0, 1, 2",3B,12,POINT (-121.796064 37.978336),602252.0,Antioch,25.0,6013,Contra Costa,6
06283d7d84ae17340081e9546892b392b86b940f,ecobee4,US,CA,Antelope CDP,38.71533,-121.360962,Yes,census.gov,Detached,2000,3,95,5,False,False,False,"1, 2",3B,12,POINT (-121.360962 38.71533),602210.0,Antelope,57.0,6067,Sacramento,6
064c88e218f9b886a0157ba398e13e5846c7ffb1,SmartSi,US,CA,San Diego City,32.830391,-117.120923,Yes,census.gov,Null,0,0,0,0,False,False,False,0,3B,7,POINT (-117.120923 32.830391),666000.0,San Diego,25.0,6073,San Diego,6
069f91121b068b50c5b325be0d00de0805695d5d,ecobee3,US,CA,Sacramento City,38.567694,-121.468161,Yes,census.gov,Other,1501,2,30,0,True,False,False,0,3B,12,POINT (-121.468161 38.567694),664000.0,Sacramento,25.0,6067,Sacramento,6
06bf3dffda7aaf54fccc9005e362b01e9c8f46f2,ecobee4,US,CA,Grass Valley City,39.220305,-121.052654,Yes,census.gov,Detached,3001,2,19,0,True,False,False,"1, 2",5B,11,POINT (-121.052654 39.220305),630798.0,Grass Valley,25.0,6057,Nevada,6
06df0884a52446bb9a1dbce46d23292445bf3fa8,ecobee3Lite,US,CA,Santa Clarita City,34.416504,-118.500693,Yes,census.gov,Null,1500,1,50,1,False,False,False,"2, 4",3B,9,POINT (-118.500693 34.416504),669088.0,Santa Clarita,25.0,6037,Los Angeles,6
0715af76ff2d39e1da326dbb190b88d7869279a0,ecobee4,US,CA,Cypress City,33.818477,-118.038307,Yes,census.gov,Detached,4000,2,5,4,False,False,False,1,3B,8,POINT (-118.038307 33.818477),617750.0,Cypress,25.0,6059,Orange,6
0722e68ca3aed77d06eca76c35dcb9307479db41,ecobee3,US,CA,Yuba City,39.129842,-121.641549,Yes,census.gov,Detached,2000,1,10,3,False,False,False,"3, 6",3B,11,POINT (-121.641549 39.129842),686972.0,Yuba City,25.0,6101,Sutter,6
0733ce6ab83eb2a519c0e684d5cd8a24cbdd486c,ESTWVC,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Detached,1001,1,81,0,True,False,False,0,3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
0763d5fedc075a4e78e8d2c92f08bb5a3bd15e1c,undefined,US,CA,Cupertino City,37.3194,-122.044957,Yes,census.gov,Detached,2501,2,42,0,True,False,False,4,3C,4,POINT (-122.044957 37.3194),617610.0,Cupertino,25.0,6085,Santa Clara,6
07ce0f7cc3c1f9f04353e1dbf665f75b2d6aebd5,ESTWVC,US,CA,Huntington Beach City,33.698007,-118.003834,Yes,census.gov,Apartment,500,1,61,0,True,False,True,0,3B,6,POINT (-118.003834 33.698007),636000.0,Huntington Beach,25.0,6059,Orange,6
07e216096fbcd3330a6bed72e0f108043704ba3e,ecobee3Lite,US,CA,Manteca City,37.792839,-121.226076,Yes,census.gov,Other,2500,2,0,0,True,False,False,0,3B,12,POINT (-121.226076 37.792839),645484.0,Manteca,25.0,6077,San Joaquin,6
08b1c0529920d0080b2f18d7d6b799aff4939aba,ecobee3Lite,US,CA,Redlands City,34.053506,-117.170476,Yes,census.gov,Detached,3000,2,50,0,False,False,False,"2, 3, 6",3B,10,POINT (-117.170476 34.053506),659962.0,Redlands,25.0,6071,San Bernardino,6
08b62469586f67c46165b138b88423bfccda5082,ecobee3Lite,US,CA,El Dorado Hills CDP,38.676082,-121.0477,Yes,census.gov,Null,0,0,0,0,True,False,False,0,4B,12,POINT (-121.0477 38.676082),621880.0,El Dorado Hills,57.0,6017,El Dorado,6
08c807a82c837a36c7e9630723845852858b9813,ecobee3,US,CA,Trabuco Canyon CDP,33.678228,-117.594009,Yes,census.gov,Null,4000,2,7,0,False,False,False,"1, 2",3B,8,POINT (-117.594009 33.678228),680210.0,Trabuco Canyon,57.0,6059,Orange,6
08eb1095f1f726880361f7b6e105eeb7369248ff,ecobee3Lite,US,CA,Garden Grove City,33.778782,-117.960472,Yes,census.gov,Condominium,1000,1,40,2,True,False,False,"1, 2",3B,8,POINT (-117.960472 33.778782),629000.0,Garden Grove,25.0,6059,Orange,6
08fabcfbdf5e9116527bd081a12a04017b46fa73,ecobee3,US,CA,Eastvale City,33.963274,-117.582369,Yes,census.gov,Detached,2500,2,16,4,False,False,False,"4, 8",3B,10,POINT (-117.582369 33.963274),621230.0,Eastvale,25.0,6065,Riverside,6
0905091afefc43f73f68b50766a7387e07bf23ff,ecobee3Lite,US,CA,Healdsburg City,38.622526,-122.865133,Yes,census.gov,Detached,501,1,11,0,True,False,False,"2, 4",3C,2,POINT (-122.865133 38.622526),633056.0,Healdsburg,25.0,6097,Sonoma,6
0915b7ef89400e014486daf13de79797845757a3,ecobee3Lite,US,CA,Hesperia City,34.397038,-117.315198,Yes,census.gov,Other,3000,2,15,4,False,False,False,"0, 2",3B,14,POINT (-117.315198 34.397038),633434.0,Hesperia,25.0,6071,San Bernardino,6
097992769caf23010ca14acb08795c31df7999e6,ecobee3Lite,US,CA,Morgan Hill City,37.132495,-121.641891,Yes,census.gov,Other,2000,1,40,0,False,False,False,"1, 2",3C,4,POINT (-121.641891 37.132495),649278.0,Morgan Hill,25.0,6085,Santa Clara,6
09863db3dfdd6464ddf7166d7319f4786a7a7c91,ecobee4,US,CA,Nevada City,39.259608,-121.033326,Yes,census.gov,Detached,3500,1,30,2,False,False,False,"1, 2, 3",5B,11,POINT (-121.033326 39.259608),650874.0,Nevada City,25.0,6057,Nevada,6
09b135171af33cf6ff87a6c16a810fee522eb81e,SmartSi,US,CA,Truckee Town,39.350548,-120.193943,Yes,census.gov,Detached,2000,2,30,0,False,False,False,0,5B,16,POINT (-120.193943 39.350548),680588.0,Truckee,43.0,6057,Nevada,6
0a6c1ff13a84599372e56e6c9dc01945e17f78b6,ecobee3Lite,US,CA,Santee City,32.85499,-116.986056,Yes,census.gov,Detached,1500,1,47,3,False,False,False,"1, 2, 4",3B,10,POINT (-116.986056 32.85499),670224.0,Santee,25.0,6073,San Diego,6
0aa3d57f1d688e19f2866d6f9c80fafcb3b5caf7,ecobee3Lite,US,CA,Fair Oaks CDP,38.650154,-121.25097,Yes,census.gov,Other,1501,1,61,4,True,False,True,0,3B,12,POINT (-121.25097 38.650154),623294.0,Fair Oaks,57.0,6067,Sacramento,6
0aaf4a6d698f12d9bad63eb1a107bd04c441c5f6,ESTWVC,US,CA,San Jose City,37.296011,-121.814552,Yes,census.gov,Detached,2000,1,65,0,True,False,False,"1, 2",3C,4,POINT (-121.814552 37.296011),668000.0,San Jose,25.0,6085,Santa Clara,6
0ac8536917667b2a98308586f4402d7f74e5fb54,ESTWVC,US,CA,Placerville City,38.731116,-120.797677,Yes,census.gov,Null,0,0,0,0,True,False,True,"2, 3, 6",4B,12,POINT (-120.797677 38.731116),657540.0,Placerville,25.0,6017,El Dorado,6
0affac6afedcf9dd43b2507859a6fba61f4d00e1,ecobee3Lite,US,CA,Jurupa Valley City,34.002591,-117.467612,Yes,census.gov,Other,1001,2,51,0,True,False,False,0,3B,10,POINT (-117.467612 34.002591),637692.0,Jurupa Valley,25.0,6065,Riverside,6
0b15abde41d15de4e9c85d6d9b9ada4b37851314,ecobee3,US,CA,Thousand Oaks City,34.19329,-118.874235,Yes,census.gov,Detached,2500,2,20,1,True,False,False,"3, 6",3C,9,POINT (-118.874235 34.19329),678582.0,Thousand Oaks,25.0,6111,Ventura,6
0b7eae52109ded2422e5ae2f1272671756e26214,undefined,US,CA,Aliso Viejo City,33.57921,-117.728898,Yes,census.gov,Detached,1501,2,22,0,True,False,False,7,3B,6,POINT (-117.728898 33.57921),600947.0,Aliso Viejo,25.0,6059,Orange,6
0b9e52316872a1613a59b35dc18f193d800c1ff2,ecobee3Lite,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Detached,1500,1,90,0,False,False,False,"2, 4",3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
0bb649dd6dd1af7546349c5f7b60da1baf1fb318,ESTWVC,US,CA,Santa Barbara City,34.403592,-119.713714,Yes,census.gov,Condominium,1500,1,20,0,True,False,False,"3, 6",3C,6,POINT (-119.713714 34.403592),669070.0,Santa Barbara,25.0,6083,Santa Barbara,6
0bbb6754f9915e8dd002ad73b52b1affbaaf2bff,undefined,US,CA,Culver City,34.00582,-118.396781,Yes,census.gov,Detached,1501,1,72,0,True,False,False,"1, 2",3B,8,POINT (-118.396781 34.00582),617568.0,Culver City,25.0,6037,Los Angeles,6
0bea917d681275a82d5576c1c37e8775935190b3,ecobee4,US,CA,Yorba Linda City,33.889038,-117.77207,Yes,census.gov,Detached,2500,2,40,0,True,False,False,0,3B,8,POINT (-117.77207 33.889038),686832.0,Yorba Linda,25.0,6059,Orange,6
0c5215648bc8fe2f9fe63d7c24883b0b30dd345b,ecobee4,US,CA,San Marcos City,33.132567,-117.169892,Yes,census.gov,Detached,2000,2,10,0,False,False,False,0,3B,10,POINT (-117.169892 33.132567),668196.0,San Marcos,25.0,6073,San Diego,6
0c560aff44bb8185f0e0abcbe0e3f19dd90f76c5,ecobee4,US,CA,Rowland Heights CDP,33.970313,-117.890568,Yes,census.gov,Detached,0,2,30,0,False,False,False,"1, 2",3B,9,POINT (-117.890568 33.970313),663218.0,Rowland Heights,57.0,6037,Los Angeles,6
0cc5e740fec5faa6a17441558a6e41a5237ba03d,ecobee3Lite,US,CA,Folsom City,38.666597,-121.141635,Yes,census.gov,Detached,2500,2,10,0,False,False,False,0,3B,12,POINT (-121.141635 38.666597),624638.0,Folsom,25.0,6067,Sacramento,6
0cfc5212fd8d3229ab175938c946441b23a36ea6,ecobee3Lite,US,CA,Perris City,33.789849,-117.222171,Yes,census.gov,Detached,3500,2,5,0,False,False,False,"1, 2",3B,10,POINT (-117.222171 33.789849),656700.0,Perris,25.0,6065,Riverside,6
0d172e3957237ef8d907fc6939a0bb29cfa0b628,ecobee3,US,CA,Irvine City,33.678399,-117.771254,Yes,census.gov,Condominium,1200,3,0,0,False,False,True,0,3B,8,POINT (-117.771254 33.678399),636770.0,Irvine,25.0,6059,Orange,6
0d191f1f7f7398cecfc2fc6a21378120c6e6232e,ESTWVC,US,CA,Sonora City,37.981707,-120.382755,Yes,census.gov,Null,0,0,0,0,True,False,False,"1, 2",4B,12,POINT (-120.382755 37.981707),672674.0,Sonora,25.0,6109,Tuolumne,6
0eecceb2b46ea1f4c619619898ba65e50040c3cf,ecobee4,US,CA,Glendora City,34.144964,-117.847804,Yes,census.gov,Other,1500,1,50,0,False,False,False,"3, 6",3B,9,POINT (-117.847804 34.144964),630014.0,Glendora,25.0,6037,Los Angeles,6
0f97dcd84805928994fa6218e3c6554953fec2ed,ecobee4,US,CA,Acton CDP,34.49607,-118.183897,Yes,census.gov,Detached,3500,2,20,2,False,False,False,"1, 2",3B,14,POINT (-118.183897 34.49607),600212.0,Acton,57.0,6037,Los Angeles,6
0facbadf9408a14ffb9dc194b0651cd3c54ba4d4,ecobee3,US,CA,South Lake Tahoe City,38.928218,-119.981,Yes,census.gov,Detached,2000,2,48,0,False,False,False,"3, 6",4B,16,POINT (-119.981 38.928218),673108.0,South Lake Tahoe,25.0,6017,El Dorado,6
0fc8cddcab00a3facbf05df761363aa89a50c94b,ecobee4,US,CA,Yorba Linda City,33.889038,-117.77207,Yes,census.gov,Detached,2501,2,29,0,True,False,False,"1, 2",3B,8,POINT (-117.77207 33.889038),686832.0,Yorba Linda,25.0,6059,Orange,6
1051f7184099b57e8c9cd7fe873d144c8a246eed,ecobee3Lite,US,CA,San Jose City,37.296011,-121.814552,Yes,census.gov,Detached,2500,3,45,4,False,False,False,"2, 4",3C,4,POINT (-121.814552 37.296011),668000.0,San Jose,25.0,6085,Santa Clara,6
10740b2568c7740630a22a88571fbb41d50a9417,undefined,US,CA,Fresno City,36.782684,-119.793359,Yes,census.gov,Detached,3000,1,60,0,True,False,False,0,3B,13,POINT (-119.793359 36.782684),627000.0,Fresno,25.0,6019,Fresno,6
108065ac72fa656b82e9f762f78232215790aa07,ecobee4,US,CA,Tulare City,36.200246,-119.339775,Yes,census.gov,Detached,2500,1,15,2,False,False,False,"3, 4, 5, 6",3B,13,POINT (-119.339775 36.200246),680644.0,Tulare,25.0,6107,Tulare,6
10ad6d169f5059c69fccf9bf28c47c3cd520a689,undefined,US,CA,San Mateo City,37.56031,-122.3106,Yes,census.gov,Detached,2500,1,72,4,True,False,False,"7, 8, 14",3C,3,POINT (-122.3106 37.56031),668252.0,San Mateo,25.0,6081,San Mateo,6
10bb3a5fca63e937cec609ef6c0c572ff1d3fa58,ecobee3Lite,US,CA,San Jose City,37.296011,-121.814552,Yes,census.gov,Detached,1000,1,70,2,False,False,False,0,3C,4,POINT (-121.814552 37.296011),668000.0,San Jose,25.0,6085,Santa Clara,6
10f297bb70aef14167f9b9314cebfc86b0f7038e,ecobee3,US,CA,Folsom City,38.666597,-121.141635,Yes,census.gov,Condominium,1313,2,0,0,False,False,False,"2, 3, 6",3B,12,POINT (-121.141635 38.666597),624638.0,Folsom,25.0,6067,Sacramento,6
1156afc581998a07059622f1237194e91309122b,ecobee3,US,CA,Mountain House City,37.779716,-121.537195,Yes,census.gov,Detached,3000,2,5,0,False,False,False,"1, 2",3B,12,POINT (-121.537195 37.779716),649582.0,Mountain House,25.0,6077,San Joaquin,6
118214859bfbe40112981f8a5c8ee993aa46e4b7,ecobee3Lite,US,CA,Lakewood City,33.847135,-118.121894,Yes,census.gov,Detached,4500,2,45,0,True,False,False,"2, 4",3B,8,POINT (-118.121894 33.847135),639892.0,Lakewood,25.0,6037,Los Angeles,6
119722c68e5cd9cf29dcd88db99a196b5f43217b,undefined,US,CA,San Francisco City,37.727239,-123.032229,Yes,census.gov,Other,1001,2,2,0,True,False,False,"0, 1, 2, 3",3C,3,POINT (-123.032229 37.727239),667000.0,San Francisco,25.0,6075,San Francisco,6
11cf328a82ab848be59709f55dc9e3497c6d27a7,ESTWVC,US,CA,Walnut Creek City,37.902666,-122.040479,Yes,census.gov,Detached,3500,2,10,2,True,False,False,"1, 2",3B,12,POINT (-122.040479 37.902666),683346.0,Walnut Creek,25.0,6013,Contra Costa,6
11f24e4c64aaf9deac22c8bf72ea09f62ea1fa6f,ESTWVC,US,CA,Santa Rosa City,38.445824,-122.706181,Yes,census.gov,Detached,2501,1,30,0,True,False,False,"1, 2",3C,2,POINT (-122.706181 38.445824),670098.0,Santa Rosa,25.0,6097,Sonoma,6
11f2f7c61c4dd363b76d484028a7af071526c870,ecobee3Lite,US,CA,Napa City,38.297872,-122.300741,Yes,census.gov,Detached,2500,1,20,2,True,False,False,"6, 12",3C,2,POINT (-122.300741 38.297872),650258.0,Napa,25.0,6055,Napa,6
123965b206e4073a1c169d8c4fe9d2e0906a3aab,ESTWVC,US,CA,Trabuco Canyon CDP,33.678228,-117.594009,Yes,census.gov,Detached,4001,2,31,0,True,False,True,0,3B,8,POINT (-117.594009 33.678228),680210.0,Trabuco Canyon,57.0,6059,Orange,6
129bee668766f130579ed895e62df9d1858ade86,ESTWVC,US,CA,Concord City,37.972184,-122.001587,Yes,census.gov,Detached,1500,1,69,2,True,False,False,"4, 8",3B,12,POINT (-122.001587 37.972184),616000.0,Concord,25.0,6013,Contra Costa,6
12ccd60c651cd4600e48641a73a2d08b9feac89e,ecobee3,US,CA,Corona City,33.861969,-117.565495,Yes,census.gov,Detached,"1500, 2000",1,50,3,False,False,False,"4, 8",3B,10,POINT (-117.565495 33.861969),616350.0,Corona,25.0,6065,Riverside,6
12d6e00335fc4846c86a7e60f294e3ce8a2e42b2,ecobee3,US,CA,Turlock City,37.505524,-120.859269,Yes,census.gov,Other,2000,1,40,0,False,False,False,"1, 2",3B,12,POINT (-120.859269 37.505524),680812.0,Turlock,25.0,6099,Stanislaus,6
1315accf4ad8224accda446598df38f7e9cc2e21,ecobee3Lite,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Null,0,0,0,0,True,False,False,0,3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
132b7837cc66651cc95a4fa264a6780c7bd91cac,ecobee3,US,CA,Simi Valley City,34.266887,-118.748458,Yes,census.gov,Detached,3000,2,20,2,False,False,False,"2, 4",3C,9,POINT (-118.748458 34.266887),672016.0,Simi Valley,25.0,6111,Ventura,6
1360fc16aeb6041144ebeb1be368c479813bbad0,SmartSi,US,CA,Chula Vista City,32.62767,-117.01517,Yes,census.gov,Townhouse,1500,2,15,2,False,False,False,0,3B,7,POINT (-117.01517 32.62767),613392.0,Chula Vista,25.0,6073,San Diego,6
136b34d162d3f6297939acd00c193dc5e61225c3,ecobee3Lite,US,CA,Los Angeles City,34.019394,-118.410825,Yes,census.gov,Other,501,1,92,2,True,False,False,"0, 2, 4",3B,8,POINT (-118.410825 34.019394),644000.0,Los Angeles,25.0,6037,Los Angeles,6
139521d957eae72057e2b86f4e4e109164617f70,ESTWVC,US,CA,San Diego City,32.830391,-117.120923,Yes,census.gov,Detached,3001,2,2,0,True,False,False,"0, 1",3B,7,POINT (-117.120923 32.830391),666000.0,San Diego,25.0,6073,San Diego,6
13c5e55068ad935aa625b384d4b1e3dc5c850234,ecobee4,US,CA,Madera City,36.966193,-120.085855,Yes,census.gov,Detached,1500,2,5,2,True,False,False,"4, 8",3B,13,POINT (-120.085855 36.966193),645022.0,Madera,25.0,6039,Madera,6
13c85beeb068cbf86500cec83ec629338e61415f,SmartSi,US,CA,Spring Valley CDP,39.076053,-122.584512,Yes,census.gov,Detached,2000,2,65,3,False,False,False,0,4B,2,POINT (-122.584512 39.076053),673690.0,Spring Valley,57.0,6033,Lake,6
148df841b06bb4d137a27e69f0346e1f5bfd8ad8,ESTWVC,US,CA,Vacaville City,38.358621,-121.968601,Yes,census.gov,Detached,1501,2,42,0,True,False,False,0,3B,12,POINT (-121.968601 38.358621),681554.0,Vacaville,25.0,6095,Solano,6
1595db77ce434e727b8b1cd02d3bee8ad9a9921c,ecobee3,US,CA,Burbank City,34.190079,-118.326405,Yes,census.gov,Detached,1000,1,80,4,False,False,False,"0, 3, 6",3B,9,POINT (-118.326405 34.190079),608954.0,Burbank,25.0,6037,Los Angeles,6
1697f201659987652bd78b492e63095147bdde84,ESTWVC,US,CA,Castro Valley CDP,37.708276,-122.062769,Yes,census.gov,Detached,2001,2,40,0,True,False,False,"1, 2",3C,3,POINT (-122.062769 37.708276),611964.0,Castro Valley,57.0,6001,Alameda,6
16a843e8da734da4977b6b8877509753bb034ed8,ecobee3,US,CA,Cameron Park CDP,38.674029,-120.988338,Yes,census.gov,Detached,3000,2,15,0,False,False,False,0,4B,12,POINT (-120.988338 38.674029),610256.0,Cameron Park,57.0,6017,El Dorado,6
16e916d812b76f67409a6be03bc8b8a3648a102d,ecobee3Lite,US,CA,Spring Valley CDP,39.076053,-122.584512,Yes,census.gov,Detached,2000,2,30,0,True,False,True,0,4B,2,POINT (-122.584512 39.076053),673690.0,Spring Valley,57.0,6033,Lake,6
16f06aca1b1e4d908b90148e2376c4d5d801692b,ESTWVC,US,CA,Santa Rosa City,38.445824,-122.706181,Yes,census.gov,Detached,2501,1,1,0,True,False,False,"2, 4",3C,2,POINT (-122.706181 38.445824),670098.0,Santa Rosa,25.0,6097,Sonoma,6
16f302b5ed5e9b91e9b3de788595c80b0286747d,ecobee3Lite,US,CA,San Marcos City,33.132567,-117.169892,Yes,census.gov,Detached,2000,2,47,0,False,False,False,"2, 4",3B,10,POINT (-117.169892 33.132567),668196.0,San Marcos,25.0,6073,San Diego,6
16f4cde0ecae967372cef0f2414560a3314d1802,ecobee4,US,CA,Pasadena City,34.160602,-118.137954,Yes,census.gov,Other,1000,1,90,0,False,False,False,0,3B,9,POINT (-118.137954 34.160602),656000.0,Pasadena,25.0,6037,Los Angeles,6
